date_reference,date_publication,monia_percent,monia_decimal,volume_jj_mmad
2025-07-18,2025-07-21,2.23,0.0223,9274.0
2025-07-21,2025-07-22,2.204,0.02204,13015.0
2025-07-22,2025-07-23,2.207,0.02207,12546.0
2025-07-23,2025-07-24,2.242,0.02242,10771.0
2025-07-24,2025-07-25,2.232,0.022320000000000003,10805.0
2025-07-25,2025-07-28,2.24,0.022400000000000003,11478.0
2025-07-28,2025-07-29,2.213,0.02213,13845.0
2025-07-29,2025-07-31,2.233,0.022330000000000003,14187.0
2025-07-31,2025-08-01,2.248,0.022480000000000003,9646.0
2025-08-01,2025-08-04,2.25,0.0225,10979.0
2025-08-04,2025-08-05,2.225,0.022250000000000002,12394.0
2025-08-05,2025-08-06,2.179,0.021789999999999997,15017.0
2025-08-06,2025-08-07,2.24,0.022400000000000003,17016.0
2025-08-07,2025-08-08,2.22,0.0222,15823.0
2025-08-08,2025-08-11,2.234,0.02234,8383.0
2025-08-11,2025-08-12,2.244,0.02244,14199.0
2025-08-12,2025-08-13,2.26,0.0226,13730.0
2025-08-13,2025-08-15,2.279,0.022789999999999998,16646.0
2025-08-15,2025-08-18,2.171,0.021709999999999997,8555.0
2025-08-18,2025-08-19,2.194,0.02194,9868.0
2025-08-19,2025-08-22,2.201,0.022010000000000002,10254.0
2025-08-22,2025-08-25,2.217,0.022170000000000002,16838.0
2025-08-25,2025-08-26,2.206,0.02206,16120.0
2025-08-26,2025-08-27,2.208,0.022080000000000002,11712.0
2025-08-27,2025-08-28,2.203,0.022029999999999998,11899.0
2025-08-28,2025-08-29,2.227,0.022269999999999998,13186.0
2025-08-29,2025-09-01,2.234,0.02234,18918.0
2025-09-01,2025-09-02,2.245,0.02245,11141.0
2025-09-02,2025-09-03,2.246,0.02246,13281.0
2025-09-03,2025-09-04,2.218,0.02218,10919.0
2025-09-04,2025-09-08,2.237,0.02237,14483.0
2025-09-08,2025-09-09,2.226,0.02226,12363.0
2025-09-09,2025-09-10,2.216,0.022160000000000003,11735.0
2025-09-10,2025-09-11,2.209,0.022090000000000002,11684.0
2025-09-11,2025-09-12,2.214,0.02214,11613.0
2025-09-12,2025-09-15,2.191,0.02191,14634.0
2025-09-15,2025-09-16,2.21,0.022099999999999998,13847.0
2025-09-16,2025-09-17,2.168,0.02168,19050.0
2025-09-17,2025-09-18,2.192,0.021920000000000002,15656.0
2025-09-18,2025-09-19,2.232,0.022320000000000003,10082.0
2025-09-19,2025-09-22,2.178,0.02178,13881.0
2025-09-22,2025-09-23,2.203,0.022029999999999998,17994.0
2025-09-23,2025-09-24,2.166,0.02166,16049.0
2025-09-24,2025-09-25,2.187,0.021869999999999997,18087.0
2025-09-25,2025-09-26,2.224,0.022240000000000003,12482.0
2025-09-26,2025-09-29,2.25,0.0225,12220.0
2025-09-29,2025-09-30,2.238,0.02238,8927.0
2025-09-30,2025-10-01,2.385,0.023849999999999996,14147.0
2025-10-01,2025-10-02,2.458,0.02458,12293.0
2025-10-02,2025-10-03,2.219,0.022189999999999998,14178.0
2025-10-03,2025-10-06,2.222,0.02222,11247.0
2025-10-06,2025-10-07,2.226,0.02226,17131.0
2025-10-07,2025-10-08,2.216,0.022160000000000003,17475.0
2025-10-08,2025-10-09,2.173,0.02173,14790.0
2025-10-09,2025-10-10,2.216,0.022160000000000003,11913.0
2025-10-10,2025-10-13,2.249,0.02249,12583.0
2025-10-13,2025-10-14,2.151,0.021509999999999998,7092.0
2025-10-14,2025-10-15,2.319,0.02319,9985.0
2025-10-15,2025-10-16,2.487,0.02487,12651.0
2025-10-16,2025-10-17,2.192,0.021920000000000002,9597.0
2025-10-17,2025-10-20,2.234,0.02234,9255.0
2025-10-20,2025-10-21,2.218,0.02218,18143.0
2025-10-21,2025-10-22,2.225,0.022250000000000002,17876.0
2025-10-22,2025-10-23,2.243,0.02243,10339.0
2025-10-23,2025-10-24,2.232,0.022320000000000003,9308.0
2025-10-24,2025-10-27,2.191,0.02191,8376.0
2025-10-27,2025-10-28,2.161,0.02161,11489.0
2025-10-28,2025-10-29,2.143,0.021429999999999998,18525.0
2025-10-29,2025-10-30,2.116,0.02116,15168.0
2025-10-30,2025-10-31,2.25,0.0225,11428.0
2025-10-31,2025-11-03,2.25,0.0225,12214.0
2025-11-03,2025-11-04,2.25,0.0225,15310.0
2025-11-04,2025-11-05,2.25,0.0225,10204.0
2025-11-05,2025-11-07,2.25,0.0225,9756.0
2025-11-07,2025-11-10,2.231,0.02231,9817.0
2025-11-10,2025-11-11,2.248,0.022480000000000003,12803.0
2025-11-11,2025-11-12,2.25,0.0225,11182.0
2025-11-12,2025-11-13,2.25,0.0225,8261.0
2025-11-13,2025-11-14,2.242,0.02242,13509.0
2025-11-14,2025-11-17,2.25,0.0225,13418.0
2025-11-17,2025-11-19,2.185,0.02185,11665.0
2025-11-19,2025-11-20,2.239,0.02239,10554.0
2025-11-20,2025-11-21,2.214,0.02214,11738.0
2025-11-21,2025-11-24,2.227,0.022269999999999998,19749.0
2025-11-24,2025-11-25,2.228,0.02228,12603.0
2025-11-25,2025-11-26,2.152,0.02152,14705.0
2025-11-26,2025-11-27,2.231,0.02231,12828.0
2025-11-27,2025-11-28,2.249,0.02249,14533.0
2025-11-28,2025-12-01,2.25,0.0225,10998.0
2025-12-01,2025-12-02,2.249,0.02249,13084.0
2025-12-02,2025-12-03,2.25,0.0225,13071.0
2025-12-03,2025-12-04,2.147,0.02147,14676.0
2025-12-04,2025-12-05,2.25,0.0225,10079.0
2025-12-05,2025-12-08,2.246,0.02246,14421.0
2025-12-08,2025-12-09,2.191,0.02191,15769.0
2025-12-09,2025-12-10,2.196,0.02196,15257.0
2025-12-10,2025-12-11,2.176,0.02176,16693.0
2025-12-11,2025-12-12,2.21,0.022099999999999998,15657.0
2025-12-12,2025-12-15,2.237,0.02237,13288.0
2025-12-15,2025-12-16,2.249,0.02249,17459.0
2025-12-16,2025-12-17,2.188,0.02188,19491.0
2025-12-17,2025-12-18,2.234,0.02234,19483.0
2025-12-18,2025-12-19,2.232,0.022320000000000003,17211.0
2025-12-19,2025-12-22,2.189,0.02189,17590.0
2025-12-22,2025-12-23,2.176,0.02176,16958.0
2025-12-23,2025-12-24,2.168,0.02168,14578.0
2025-12-24,2025-12-25,2.204,0.02204,22083.0
2025-12-25,2025-12-26,2.239,0.02239,16538.0
2025-12-26,2025-12-29,2.233,0.022330000000000003,21517.0
2025-12-29,2025-12-30,2.25,0.0225,16649.0
2025-12-30,2025-12-31,2.268,0.02268,27835.0
2025-12-31,2026-01-02,2.294,0.022940000000000002,26351.0
2026-01-02,2026-01-05,2.25,0.0225,14542.0
2026-01-05,2026-01-06,2.25,0.0225,16203.0
2026-01-06,2026-01-07,2.235,0.02235,15079.0
2026-01-07,2026-01-08,2.242,0.02242,31541.0
2026-01-08,2026-01-09,2.232,0.022320000000000003,14416.0
2026-01-09,2026-01-12,2.25,0.0225,15009.0
2026-01-12,2026-01-13,2.25,0.0225,16210.0
2026-01-13,2026-01-15,2.25,0.0225,13260.0
2026-01-15,2026-01-16,2.197,0.02197,19062.0
2026-01-16,2026-01-19,2.249,0.02249,17109.0
2026-01-19,2026-01-20,2.221,0.02221,16691.0
2026-01-20,2026-01-21,2.222,0.02222,17109.0
2026-01-21,2026-01-22,2.224,0.022240000000000003,21541.0
2026-01-22,2026-01-23,2.232,0.022320000000000003,15568.0
2026-01-23,2026-01-26,2.25,0.0225,14945.0
2026-01-26,2026-01-27,2.246,0.02246,18537.0
2026-01-27,2026-01-28,2.246,0.02246,19058.0
2026-01-28,2026-01-29,2.246,0.02246,16947.0
2026-01-29,2026-01-30,2.25,0.0225,16559.0
2026-01-30,2026-02-02,2.257,0.02257,15171.0
2026-02-02,2026-02-03,2.25,0.0225,15203.0
2026-02-03,2026-02-04,2.331,0.02331,17306.0
2026-02-04,2026-02-05,2.274,0.02274,17549.0
2026-02-05,2026-02-06,2.246,0.02246,12853.0
2026-02-06,2026-02-09,2.246,0.02246,11541.0
2026-02-09,2026-02-10,2.203,0.022029999999999998,12758.0
2026-02-10,2026-02-11,2.205,0.02205,18613.0
2026-02-11,2026-02-12,2.21,0.022099999999999998,12844.0
2026-02-12,2026-02-13,2.196,0.02196,14124.0
2026-02-13,2026-02-16,2.228,0.02228,15864.0
2026-02-16,2026-02-17,2.238,0.02238,16751.0
2026-02-17,2026-02-18,2.186,0.02186,14001.0
2026-02-18,2026-02-19,2.23,0.0223,17627.0
2026-02-19,2026-02-20,2.217,0.022170000000000002,12018.0
2026-02-20,2026-02-23,2.224,0.022240000000000003,16914.0
2026-02-23,2026-02-24,2.246,0.02246,10211.0
2026-02-24,2026-02-25,2.235,0.02235,15314.0
2026-02-25,2026-02-26,2.216,0.022160000000000003,11770.0
2026-02-26,2026-02-27,2.23,0.0223,12145.0
2026-02-27,2026-03-02,2.251,0.02251,6841.0
2026-03-02,2026-03-03,2.25,0.0225,9439.0
2026-03-03,2026-03-04,2.242,0.02242,14866.0
2026-03-04,2026-03-05,2.194,0.02194,13351.0
2026-03-05,2026-03-06,2.244,0.02244,14484.0
2026-03-06,2026-03-09,2.236,0.02236,10433.0
2026-03-09,2026-03-10,2.239,0.02239,10659.0
2026-03-10,2026-03-11,2.216,0.022160000000000003,13421.0
2026-03-11,2026-03-12,2.24,0.022400000000000003,12654.0
2026-03-12,2026-03-13,2.152,0.02152,11575.0
2026-03-13,2026-03-16,2.015,0.02015,16546.0
2026-03-16,2026-03-17,2.122,0.02122,17220.0
2026-03-17,2026-03-18,2.119,0.02119,16291.0
2026-03-18,2026-03-19,2.043,0.02043,14354.0
2026-03-19,2026-03-24,2.25,0.0225,9453.0
2026-03-24,2026-03-25,2.198,0.02198,12361.0
2026-03-25,2026-03-26,2.238,0.02238,12007.0
2026-03-26,2026-03-27,2.25,0.0225,13815.0
2026-03-27,2026-03-30,2.267,0.02267,17935.0
2026-03-30,2026-03-31,2.309,0.023090000000000003,13840.0
2026-03-31,2026-04-01,2.3,0.023,18780.0
2026-04-01,2026-04-02,2.111,0.021110000000000004,28239.0
2026-04-02,2026-04-03,2.24,0.022400000000000003,17119.0
2026-04-03,2026-04-06,2.238,0.02238,14841.0
2026-04-06,2026-04-07,2.25,0.0225,8162.0
2026-04-07,2026-04-08,2.224,0.022240000000000003,9862.0
2026-04-08,2026-04-09,2.244,0.02244,9184.0
2026-04-09,2026-04-10,2.211,0.022109999999999998,12378.0
2026-04-10,2026-04-13,2.195,0.021949999999999997,11812.0
2026-04-13,2026-04-14,2.243,0.02243,9533.0
2026-04-14,2026-04-15,2.22,0.0222,9393.0
2026-04-15,2026-04-16,2.241,0.02241,7832.0
2026-04-16,2026-04-17,2.163,0.021629999999999996,13564.0
2026-04-17,2026-04-20,2.132,0.021320000000000002,12296.0
2026-04-20,2026-04-21,2.22,0.0222,9439.0
2026-04-21,2026-04-22,2.195,0.021949999999999997,10621.0
2026-04-22,2026-04-23,2.191,0.02191,11602.0
2026-04-23,2026-04-24,2.217,0.022170000000000002,10983.0
2026-04-24,2026-04-27,2.216,0.022160000000000003,12947.0
2026-04-27,2026-04-28,2.147,0.02147,15168.0
2026-04-28,2026-04-29,2.176,0.02176,12525.0
2026-04-29,2026-04-30,2.214,0.02214,11486.0
2026-04-30,2026-05-04,2.25,0.0225,10242.0
2026-05-04,2026-05-05,2.239,0.02239,10597.0
2026-05-05,2026-05-06,2.173,0.02173,15724.0
2026-05-06,2026-05-07,2.112,0.02112,18322.0
2026-05-07,2026-05-08,2.216,0.022160000000000003,13232.0
2026-05-08,2026-05-11,2.211,0.022109999999999998,12448.0
2026-05-11,2026-05-12,2.176,0.02176,14826.0
2026-05-12,2026-05-13,2.197,0.02197,14787.0
2026-05-13,2026-05-14,2.225,0.022250000000000002,15064.0
2026-05-14,2026-05-15,2.2,0.022000000000000002,12348.0
2026-05-15,2026-05-18,2.2,0.022000000000000002,12902.0
2026-05-18,2026-05-19,2.177,0.02177,14508.0
2026-05-19,2026-05-20,2.21,0.022099999999999998,14904.0
2026-05-20,2026-05-21,2.204,0.02204,12499.0
2026-05-21,2026-05-22,2.213,0.02213,10366.0
2026-05-22,2026-05-25,2.235,0.02235,7974.0
2026-05-25,2026-05-26,2.249,0.02249,9171.0
2026-05-26,2026-06-01,2.25,0.0225,11362.0
2026-06-01,2026-06-02,2.25,0.0225,9136.0
2026-06-02,2026-06-03,2.24,0.022400000000000003,11600.0
2026-06-03,2026-06-04,2.192,0.021920000000000002,11084.0
2026-06-04,2026-06-05,2.213,0.02213,11530.0
2026-06-05,2026-06-08,2.206,0.02206,11746.0
2026-06-08,2026-06-09,2.201,0.022010000000000002,11481.0
2026-06-09,2026-06-10,2.199,0.02199,11712.0
2026-06-10,2026-06-11,2.224,0.022240000000000003,9985.0
2026-06-11,2026-06-12,2.206,0.02206,11701.0
2026-06-12,2026-06-15,2.206,0.02206,11690.0
2026-06-15,2026-06-16,2.222,0.02222,9263.0
2026-06-16,2026-06-18,2.234,0.02234,11386.0
2026-06-18,2026-06-19,2.219,0.022189999999999998,11992.0
2026-06-19,2026-06-22,2.23,0.0223,10720.0
2026-06-22,2026-06-23,2.217,0.022170000000000002,12268.0
2026-06-23,2026-06-24,2.172,0.021720000000000003,14204.0
2026-06-24,2026-06-25,2.139,0.02139,13343.0
2026-06-25,2026-06-26,2.213,0.02213,9797.0
2026-06-26,2026-06-29,2.24,0.022400000000000003,11534.0
